state,statePostal,district,office,last,first,key,party,performanceInPrimary,primaryDate,runoff,incumbent,is_incumbent
Alabama,AL,7,U.S. House,Sewell,Terri,sewellterri,Democratic,WIN,6/5/18,,Terri Sewell,TRUE
Alabama,AL,2,U.S. House,Isner,Tabitha,isnertabitha,Democratic,WIN,6/5/18,,Martha Roby,FALSE
Alabama,AL,3,U.S. House,Hagan,Mallory,haganmallory,Democratic,WIN,6/5/18,,Mike Rogers,FALSE
Alabama,AL,1,U.S. House,McConnell,Lizzetta,mcconnelllizzetta,Democratic,LOSE,6/5/18,,Bradley Byrne,FALSE
Alabama,AL,2,U.S. House,Williams,Audri Scott,williamsaudriscott,Democratic,LOSE,6/5/18,,Martha Roby,FALSE
Alabama,AL,3,U.S. House,Winfrey,Adia,winfreyadia,Democratic,LOSE,6/5/18,,Mike Rogers,FALSE
Alabama,AL,2,U.S. House,Roby,Martha,robymartha,Republican,WIN,7/17/18,RUNOFF,Martha Roby,TRUE
Alaska,AK,1,U.S. House,Galvin,Alyse,galvinalyse,Democratic,WIN,8/21/18,,Don Young,FALSE
Alaska,AK,1,U.S. House,Hafner,Carol,hafnercarol,Democratic,LOSE,8/21/18,,Don Young,FALSE
Arizona,AZ,2,U.S. House,Kirkpatrick,Ann,kirkpatrickann,Democratic,WIN,8/28/18,,Open,FALSE
Arizona,AZ,5,U.S. House,Greene,Joan,greenejoan,Democratic,WIN,8/28/18,,Andy Biggs,FALSE
Arizona,AZ,6,U.S. House,Malik,Anita,malikanita,Democratic,WIN,8/28/18,,Schweikert,FALSE
Arizona,AZ,8,U.S. House,Tipirneni,Hiral,tipirnenihiral,Democratic,WIN,8/28/18,,Debbie Lesko,FALSE
Arizona,AZ,S,U.S. Senate,Sinema,Kyrsten,sinemakyrsten,Democratic,WIN,8/28/18,,Open,FALSE
Arizona,AZ,2,U.S. House,Matiella,Mary,matiellamary,Democratic,LOSE,8/28/18,,Open,FALSE
Arizona,AZ,2,U.S. House,Sherry,Barbara,sherrybarbara,Democratic,LOSE,8/28/18,,Open,FALSE
Arizona,AZ,4,U.S. House,DiSanto,Delina,disantodelina,Democratic,LOSE,8/28/18,,Paul Gosar,FALSE
Arizona,AZ,6,U.S. House,Ross,Heather,rossheather,Democratic,LOSE,8/28/18,,Schweikert,FALSE
Arizona,AZ,7,U.S. House,Miranda,Catherine,mirandacatherine,Democratic,LOSE,8/28/18,,Ruben Gallego,FALSE
Arizona,AZ,S,U.S. Senate,Abboud,Deedra,abbouddeedra,Democratic,LOSE,8/28/18,,Open,FALSE
Arizona,AZ,8,U.S. House,Lesko,Debbie,leskodebbie,Republican,WIN,8/28/18,,Debbie Lesko,TRUE
Arizona,AZ,1,U.S. House,Rogers,Wendy,rogerswendy,Republican,WIN,8/28/18,,O'Halleran,FALSE
Arizona,AZ,2,U.S. House,Marquez Peterson,Lea,marquezpetersonlea,Republican,WIN,8/28/18,,Open,FALSE
Arizona,AZ,S,U.S. Senate,McSally,Martha,mcsallymartha,Republican,WIN,8/28/18,,Open,FALSE
Arizona,AZ,1,U.S. House,Shedd,Tiffany,sheddtiffany,Republican,LOSE,8/28/18,,O'Halleran,FALSE
Arizona,AZ,3,U.S. House,San Miguel,Edna,sanmigueledna,Republican,LOSE,8/28/18,,RaÃºl Grijalva,FALSE
Arizona,AZ,8,U.S. House,Dowling,Sandra,dowlingsandra,Republican,LOSE,8/28/18,,Debbie Lesko,FALSE
Arizona,AZ,9,U.S. House,Baroness Von Behr,Irina,baronessvonbehririna,Republican,LOSE,8/28/18,,Open,FALSE
Arizona,AZ,S,U.S. Senate,Ward,Kelli,wardkelli,Republican,LOSE,8/28/18,,Open,FALSE
Arkansas,AR,4,U.S. House,Shamel,Hayden,shamelhayden,Democratic,WIN,5/22/18,,Bruce Westerman,FALSE
Arkansas,AR,2,U.S. House,Combs,Gwen,combsgwen,Democratic,LOSE,5/22/18,,French Hill,FALSE
California,CA,6,U.S. House,Matsui,Doris,matsuidoris,Democratic,WIN,6/5/18,,Doris Matsui,TRUE
California,CA,12,U.S. House,Pelosi,Nancy,pelosinancy,Democratic,WIN,6/5/18,,Nancy Pelosi,TRUE
California,CA,13,U.S. House,Lee,Barbara,leebarbara,Democratic,WIN,6/5/18,,Barbara Lee,TRUE
California,CA,14,U.S. House,Speier,Jackie,speierjackie,Democratic,WIN,6/5/18,,Jackie Speier,TRUE
California,CA,18,U.S. House,Eshoo,Anna,eshooanna,Democratic,WIN,6/5/18,,Anna Eshoo,TRUE
California,CA,19,U.S. House,Lofgren,Zoe,lofgrenzoe,Democratic,WIN,6/5/18,,Zoe Lofgren,TRUE
California,CA,26,U.S. House,Brownley,Julia,brownleyjulia,Democratic,WIN,6/5/18,,Julia Brownley,TRUE
California,CA,27,U.S. House,Chu,Judy,chujudy,Democratic,WIN,6/5/18,,Judy Chu,TRUE
California,CA,32,U.S. House,Napolitano,Grace,napolitanograce,Democratic,WIN,6/5/18,,Grace Napolitano,TRUE
California,CA,35,U.S. House,Torres,Norma,torresnorma,Democratic,WIN,6/5/18,,Norma Torres,TRUE
California,CA,37,U.S. House,Bass,Karen,basskaren,Democratic,WIN,6/5/18,,Karen Bass,TRUE
California,CA,38,U.S. House,Sanchez,Linda,sanchezlinda,Democratic,WIN,6/5/18,,Linda SÃ¡nchez,TRUE
California,CA,40,U.S. House,Roybal-Allard,Lucille,roybal-allardlucille,Democratic,WIN,6/5/18,,Lucille Roybal-Allard,TRUE
California,CA,43,U.S. House,Waters,Maxine,watersmaxine,Democratic,WIN,6/5/18,,Maxine Waters,TRUE
California,CA,44,U.S. House,Barragan,Nanette,barragannanette,Democratic,WIN,6/5/18,,Nanette Barragan,TRUE
California,CA,53,U.S. House,Davis,Susan,davissusan,Democratic,WIN,6/5/18,,Susan Davis,TRUE
California,CA,1,U.S. House,Denney,Audrey,denneyaudrey,Democratic,WIN,6/5/18,,Doug LaMalfa,FALSE
California,CA,4,U.S. House,Morse,Jessica,morsejessica,Democratic,WIN,6/5/18,,McClintock,FALSE
California,CA,23,U.S. House,Matta,Tatiana,mattatatiana,Democratic,WIN,6/5/18,,Kevin McCarthy,FALSE
California,CA,25,U.S. House,Hill,Katie,hillkatie,Democratic,WIN,6/5/18,,Knight,FALSE
California,CA,42,U.S. House,Peacock,Julia,peacockjulia,Democratic,WIN,6/5/18,,Ken Calvert,FALSE
California,CA,44,U.S. House,Brown,Aja,brownaja,Democratic,WIN,6/5/18,,Nanette Barragan,FALSE
California,CA,45,U.S. House,Porter,Katie,porterkatie,Democratic,WIN,6/5/18,,Walters,FALSE
California,CA,S,U.S. Senate,Feinstein,Dianne,feinsteindianne,Democratic,WIN,6/5/18,,Dianne Feinstein,TRUE
California,CA,1,U.S. House,Holcombe,Jessica,holcombejessica,Democratic,LOSE,6/5/18,,Doug LaMalfa,FALSE
California,CA,1,U.S. House,Walters,Marty,waltersmarty,Democratic,LOSE,6/5/18,,Doug LaMalfa,FALSE
California,CA,4,U.S. House,Bateson,Regina,batesonregina,Democratic,LOSE,6/5/18,,McClintock,FALSE
California,CA,4,U.S. House,Calderon,Roza,calderonroza,Democratic,LOSE,6/5/18,,McClintock,FALSE
California,CA,8,U.S. House,Doyle,Marjorie,doylemarjorie,Democratic,LOSE,6/5/18,,Paul Cook,FALSE
California,CA,8,U.S. House,Ramirez,Rita,ramirezrita,Democratic,LOSE,6/5/18,,Paul Cook,FALSE
California,CA,10,U.S. House,Madueno,Virginia,maduenovirginia,Democratic,LOSE,6/5/18,,Jeff Denham,FALSE
California,CA,10,U.S. House,Nygard,Dotty,nygarddotty,Democratic,LOSE,6/5/18,,Jeff Denham,FALSE
California,CA,10,U.S. House,Zwahlen,Sue,zwahlensue,Democratic,LOSE,6/5/18,,Jeff Denham,FALSE
California,CA,23,U.S. House,Barro,Mary,barromary,Democratic,LOSE,6/5/18,,Kevin McCarthy,FALSE
California,CA,23,U.S. House,Reed,Wendy,reedwendy,Democratic,LOSE,6/5/18,,Kevin McCarthy,FALSE
California,CA,25,U.S. House,Pallant,Mary,pallantmary,Democratic,LOSE,6/5/18,,Knight,FALSE
California,CA,25,U.S. House,Phoenix,Jess,phoenixjess,Democratic,LOSE,6/5/18,,Knight,FALSE
California,CA,39,U.S. House,Leggett,Suzi,leggettsuzi,Democratic,LOSE,6/5/18,,Open,FALSE
California,CA,39,U.S. House,Tran,Khanh,trankhanh,Democratic,LOSE,6/5/18,,Open,FALSE
California,CA,48,U.S. House,Oatman,Laura,oatmanlaura,Democratic,LOSE,6/5/18,,Rohrabacher,FALSE
California,CA,48,U.S. House,Payne,Rachel,paynerachel,Democratic,LOSE,6/5/18,,Rohrabacher,FALSE
California,CA,48,U.S. House,Schaarsmith,Deanie,schaarsmithdeanie,Democratic,LOSE,6/5/18,,Rohrabacher,FALSE
California,CA,49,U.S. House,Jacobs,Sara,jacobssara,Democratic,LOSE,6/5/18,,Open,FALSE
California,CA,S,U.S. Senate,Edwards,Adrienne,edwardsadrienne,Democratic,LOSE,6/5/18,,Dianne Feinstein,FALSE
California,CA,S,U.S. Senate,Hartson,Alison,hartsonalison,Democratic,LOSE,6/5/18,,Dianne Feinstein,FALSE
California,CA,45,U.S. House,Walters,Mimi,waltersmimi,Republican,WIN,6/5/18,,Walters,TRUE
California,CA,9,U.S. House,Livengood,Marla,livengoodmarla,Republican,WIN,6/5/18,,Jerry McNerney,FALSE
California,CA,12,U.S. House,Remmer,Lisa,remmerlisa,Republican,WIN,6/5/18,,Nancy Pelosi,FALSE
California,CA,14,U.S. House,Osmena,Cristina,osmenacristina,Republican,WIN,6/5/18,,Jackie Speier,FALSE
